locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast
SL1344_3702,1,0.37874,1.0,7e-06,d1
SL1344_2765,1,0.38875,1.0,7e-06,d1
SL1344_0278,3,0.26433,1.0,7e-06,d1
SL1344_4453,1,0.38114,1.0,7e-06,d1
SL1344_2547,1,0.38245,1.0,7e-06,d1
SL1344_2862,2,0.29636,1.0,7e-06,d1
SL1344_4397,3,0.30615,1.0,7e-06,d1
SL1344_1256,1,0.39146,1.0,7e-06,d1
SL1344_0703,1,0.38589,1.0,7e-06,d1
SL1344_1484,3,0.17952,1.0,7e-06,d1
SL1344_4478,1,0.38201,1.0,7e-06,d1
SL1344_0684,1,0.3875,1.0,7e-06,d1
SL1344_2163,2,0.24438,1.0,7e-06,d1
SL1344_3604,1,0.39723,1.0,7e-06,d1
SL1344_3365,1,0.38902,1.0,7e-06,d1
SL1344_0517,1,0.39011,1.0,7e-06,d1
SL1344_0832,2,0.33124,1.0,7e-06,d1
SL1344_0632,1,0.39747,1.0,7e-06,d1
SL1344_3666,1,0.40878,1.0,7e-06,d1
SL1344_2764,4,0.22971,1.0,7e-06,d1
SL1344_0833,3,0.2338,1.0,7e-06,d1
SL1344_1080,1,0.3989,1.0,7e-06,d1
SL1344_4345,1,0.39838,1.0,7e-06,d1
SL1344_2014,2,0.27655,1.0,7e-06,d1
SL1344_1066,3,0.20679,1.0,7e-06,d1
SL1344_0020,1,0.40017,1.0,7e-06,d1
SL1344_3107,1,0.40291,1.0,7e-06,d1
SL1344_2130,2,0.39297,1.0,7e-06,d1
SL1344_3126,1,0.40516,1.0,7e-06,d1
SL1344_4357,2,0.29947,1.0,7e-06,d1
SL1344_3283,1,0.40993,1.0,7e-06,d1
SL1344_1469,2,0.31281,1.0,7e-06,d1
SL1344_1845,1,0.41282,1.0,7e-06,d1
SL1344_2111,1,0.41267,1.0,7e-06,d1
SL1344_4366,1,0.39913,1.0,7e-06,d1
SL1344_2876,1,0.4134,1.0,7e-06,d1
SL1344_0708,1,0.41568,1.0,7e-06,d1
SL1344_0540,1,0.4137,1.0,7e-06,d1
SL1344_2174,1,0.40806,1.0,7e-06,d1
SL1344_0302,3,0.19377,1.0,7e-06,d1
SL1344_1812,1,0.41373,1.0,7e-06,d1
SL1344_3751,1,0.40964,1.0,7e-06,d1
SL1344_0295,2,0.38702,1.0,7e-06,d1
SL1344_2057,1,0.41749,1.0,7e-06,d1
SL1344_3717,1,0.42048,1.0,7e-06,d1
SL1344_0335,1,0.41881,1.0,7e-06,d1
SL1344_1784,2,0.26698,1.0,7e-06,d1
SL1344_4184,1,0.42439,1.0,7e-06,d1
SL1344_2661,1,0.42275,1.0,7e-06,d1
SL1344_3963,3,0.52355,1.0,7e-06,d1
SL1344_2701,1,0.41932,1.0,7e-06,d1
SL1344_2955,2,0.2765,1.0,7e-06,d1
SL1344_4390,1,0.42537,1.0,7e-06,d1
SL1344_1005,1,0.42678,1.0,7e-06,d1
SL1344_1033,4,0.25149,1.0,7e-06,d1
SL1344_2105,1,0.42934,1.0,7e-06,d1
SL1344_2383,1,0.42785,1.0,7e-06,d1
SL1344_3444,1,0.42988,1.0,7e-06,d1
SL1344_2763,5,0.32378,1.0,7e-06,d1
SL1344_3987,1,0.4252,1.0,7e-06,d1
SL1344_1352,2,0.31128,1.0,7e-06,d1
SL1344_0021,1,0.43985,1.0,7e-06,d1
SL1344_0506,1,0.45482,1.0,7e-06,d1
SL1344_4198,2,0.31678,1.0,7e-06,d1
SL1344_3616,2,0.33918,1.0,7e-06,d1
SL1344_3150,1,0.43686,1.0,7e-06,d1
SL1344_1615,1,0.44218,1.0,7e-06,d1
SL1344_3085,1,0.4355,1.0,7e-06,d1
SL1344_2119,1,0.43927,1.0,7e-06,d1
SL1344_2873,1,0.43517,1.0,7e-06,d1
SL1344_1359,1,0.44288,1.0,7e-06,d1
SL1344_0814,4,0.29704,1.0,7e-06,d1
SL1344_3445,2,0.35119,1.0,7e-06,d1
SL1344_0378,1,0.43392,1.0,7e-06,d1
SL1344_0034,1,0.43987,1.0,7e-06,d1
SL1344_4195,2,0.3685,1.0,7e-06,d1
SL1344_2630,1,0.44318,1.0,7e-06,d1
SL1344_3544,2,0.28054,1.0,7e-06,d1
SL1344_4404,1,0.4399,1.0,7e-06,d1
SL1344_1596,1,0.44209,1.0,7e-06,d1
SL1344_4249,1,0.44025,1.0,7e-06,d1
SL1344_3427,1,0.44334,1.0,7e-06,d1
SL1344_P2_0077,1,0.44135,1.0,7e-06,d1
SL1344_4146,2,0.40209,1.0,7e-06,d1
SL1344_4521,4,0.27434,1.0,7e-06,d1
SL1344_3647,1,0.44829,1.0,7e-06,d1
SL1344_2861,4,0.24282,1.0,7e-06,d1
SL1344_1329,4,0.30262,1.0,7e-06,d1
SL1344_4199,1,0.45056,1.0,7e-06,d1
SL1344_0490,2,0.29861,1.0,7e-06,d1
SL1344_1548,1,0.4591,1.0,7e-06,d1
SL1344_1543,1,0.45158,1.0,7e-06,d1
SL1344_3128,3,0.46415,1.0,7e-06,d1
SL1344_0166,1,0.45702,1.0,7e-06,d1
SL1344_3725,1,0.45468,1.0,7e-06,d1
SL1344_3958,1,0.44968,1.0,7e-06,d1
SL1344_4135,1,0.4565,1.0,7e-06,d1
SL1344_3972,2,0.31195,1.0,7e-06,d1
SL1344_4282,1,0.45598,1.0,7e-06,d1
SL1344_3565,2,0.38713,1.0,7e-06,d1
SL1344_4499,1,0.45642,1.0,7e-06,d1
SL1344_2779,1,0.45735,1.0,7e-06,d1
SL1344_3092,3,0.294,1.0,7e-06,d1
SL1344_0485,1,0.46235,1.0,7e-06,d1
SL1344_2312,1,0.46246,1.0,7e-06,d1
SL1344_0069,1,0.46448,1.0,7e-06,d1
SL1344_0019,2,0.35199,1.0,7e-06,d1
SL1344_2973,1,0.46122,1.0,7e-06,d1
SL1344_2576,1,0.46199,1.0,7e-06,d1
SL1344_3197,1,0.47245,1.0,7e-06,d1
SL1344_2242,5,0.19921,1.0,7e-06,d1
SL1344_4055,2,0.47726,1.0,7e-06,d1
SL1344_1862,1,0.47209,1.0,7e-06,d1
SL1344_0554,1,0.47231,1.0,7e-06,d1
SL1344_3262,1,0.47634,1.0,7e-06,d1
SL1344_3056,1,0.47711,1.0,7e-06,d1
SL1344_2552,3,0.36691,1.0,7e-06,d1
SL1344_0043,4,0.25793,1.0,7e-06,d1
SL1344_3988,3,0.40714,1.0,7e-06,d1
SL1344_1027,4,0.28528,1.0,7e-06,d1
SL1344_0940,4,0.22342,1.0,7e-06,d1
SL1344_1356,1,0.47834,1.0,7e-06,d1
SL1344_0018,2,0.31745,1.0,7e-06,d1
SL1344_3695,1,0.47662,1.0,7e-06,d1
SL1344_0029,2,0.45731,1.0,7e-06,d1
SL1344_0594,1,0.4864,1.0,7e-06,d1
SL1344_4425,1,0.4871,1.0,7e-06,d1
SL1344_0150,1,0.48394,1.0,7e-06,d1
SL1344_3962,7,0.57357,1.0,7e-06,d1
SL1344_3728,3,0.36986,1.0,7e-06,d1
SL1344_3559,1,0.49646,1.0,7e-06,d1
SL1344_2164,1,0.50019,1.0,7e-06,d1
SL1344_3546,2,0.35141,1.0,7e-06,d1
SL1344_1809,1,0.50463,1.0,7e-06,d1
SL1344_2128,1,0.51729,1.0,7e-06,d1
SL1344_0033,3,0.39167,1.0,7e-06,d1
SL1344_3057,2,0.44797,1.0,7e-06,d1
SL1344_4136,1,0.49956,1.0,7e-06,d1
SL1344_0162,1,0.50486,1.0,7e-06,d1
SL1344_0432,1,0.50039,1.0,7e-06,d1
SL1344_4308,2,0.3404,1.0,7e-06,d1
SL1344_4500,3,0.30473,1.0,7e-06,d1
SL1344_4140,2,0.45686,1.0,7e-06,d1
SL1344_2152,1,0.50817,1.0,7e-06,d1
SL1344_3216,1,0.5081,1.0,7e-06,d1
SL1344_0058,1,0.51347,1.0,7e-06,d1
SL1344_4242,4,0.55134,1.0,7e-06,d1
SL1344_4000,3,0.38265,1.0,7e-06,d1
SL1344_2535,2,0.4241,1.0,7e-06,d1
SL1344_3745,1,0.50153,1.0,7e-06,d1
SL1344_3587,4,0.25042,1.0,7e-06,d1
SL1344_3726,1,0.50902,1.0,7e-06,d1
SL1344_2441,1,0.51367,1.0,7e-06,d1
SL1344_3727A,1,0.50734,1.0,7e-06,d1
SL1344_3091,2,0.41567,1.0,7e-06,d1
SL1344_2969,1,0.52831,1.0,7e-06,d1
SL1344_3591,6,0.37235,1.0,7e-06,d1
SL1344_3699,1,0.53256,1.0,7e-06,d1
SL1344_4415,1,0.52944,1.0,7e-06,d1
SL1344_3515,1,0.53129,1.0,7e-06,d1
SL1344_3657,1,0.53346,1.0,7e-06,d1
SL1344_0649,1,0.53258,1.0,7e-06,d1
SL1344_3214,2,0.39074,1.0,7e-06,d1
SL1344_3750,3,0.39288,1.0,7e-06,d1
SL1344_3920,1,0.53123,1.0,7e-06,d1
SL1344_4056,2,0.41069,1.0,7e-06,d1
SL1344_1345,2,0.37366,1.0,7e-06,d1
SL1344_3658,1,0.5395,1.0,7e-06,d1
SL1344_4149,1,0.53753,1.0,7e-06,d1
SL1344_0706,2,0.42917,1.0,7e-06,d1
SL1344_2924,6,0.34666,1.0,7e-06,d1
SL1344_1378,1,0.54784,1.0,7e-06,d1
SL1344_2283,1,0.54954,1.0,7e-06,d1
SL1344_4433,1,0.54494,1.0,7e-06,d1
SL1344_4137,1,0.54475,1.0,7e-06,d1
SL1344_0964,1,0.54551,1.0,7e-06,d1
SL1344_0835,5,0.33115,1.0,7e-06,d1
SL1344_4376,2,0.45733,1.0,7e-06,d1
SL1344_1291,1,0.55161,1.0,7e-06,d1
SL1344_2642,1,0.55055,1.0,7e-06,d1
SL1344_3722,3,0.4764,1.0,7e-06,d1
SL1344_3741,1,0.55141,1.0,7e-06,d1
SL1344_3192,1,0.55761,1.0,7e-06,d1
SL1344_3959,2,0.54337,1.0,7e-06,d1
SL1344_4332,1,0.55309,1.0,7e-06,d1
SL1344_0015,1,0.55028,1.0,7e-06,d1
SL1344_4429,2,0.40463,1.0,7e-06,d1
SL1344_3759,1,0.5578,1.0,7e-06,d1
SL1344_2676,3,0.31118,1.0,7e-06,d1
SL1344_0170,2,0.43163,1.0,7e-06,d1
SL1344_4402,3,0.29418,1.0,7e-06,d1
SL1344_3112,5,0.25232,1.0,7e-06,d1
SL1344_3660,1,0.56614,1.0,7e-06,d1
SL1344_4155,1,0.57067,1.0,7e-06,d1
SL1344_1296,3,0.33368,1.0,7e-06,d1
SL1344_4454,1,0.57324,1.0,7e-06,d1
SL1344_4046,1,0.56609,1.0,7e-06,d1
SL1344_3624,1,0.58232,1.0,7e-06,d1
SL1344_3476,1,0.57642,1.0,7e-06,d1
SL1344_0879,2,0.44032,1.0,7e-06,d1
SL1344_4148,1,0.57768,1.0,7e-06,d1
SL1344_3250,1,0.58438,1.0,7e-06,d1
SL1344_3966,1,0.587,1.0,7e-06,d1
SL1344_3673,4,0.36132,1.0,7e-06,d1
SL1344_2875,6,0.28692,1.0,7e-06,d1
SL1344_2942,1,0.59144,1.0,7e-06,d1
SL1344_2058,1,0.59495,1.0,7e-06,d1
SL1344_2769,1,0.59391,1.0,7e-06,d1
SL1344_0054,2,0.41291,1.0,7e-06,d1
SL1344_4217,1,0.58874,1.0,7e-06,d1
SL1344_3845,1,0.59528,1.0,7e-06,d1
SL1344_1551,5,0.28492,1.0,7e-06,d1
SL1344_3815,1,0.59701,1.0,7e-06,d1
SL1344_3005,1,0.5964,1.0,7e-06,d1
SL1344_4356,1,0.6019,1.0,7e-06,d1
SL1344_3936,3,0.47973,1.0,7e-06,d1
SL1344_4515,1,0.64522,1.0,7e-06,d1
SL1344_4052,6,0.40665,1.0,7e-06,d1
SL1344_0267,1,0.62021,1.0,7e-06,d1
SL1344_2509,1,0.61736,1.0,7e-06,d1
SL1344_3625,1,0.61939,1.0,7e-06,d1
SL1344_4493,1,0.61608,1.0,7e-06,d1
SL1344_0036,1,0.6228,1.0,7e-06,d1
SL1344_2995,1,0.62986,1.0,7e-06,d1
SL1344_3634,3,0.38275,1.0,7e-06,d1
SL1344_3730,5,0.45342,1.0,7e-06,d1
SL1344_4502,1,0.63577,1.0,7e-06,d1
SL1344_4355,4,0.41905,1.0,7e-06,d1
SL1344_3746,4,0.41038,1.0,7e-06,d1
SL1344_4097,2,0.51477,1.0,7e-06,d1
SL1344_4455,1,0.64075,1.0,7e-06,d1
SL1344_0683,3,0.43826,1.0,7e-06,d1
SL1344_0323,6,0.43808,1.0,7e-06,d1
SL1344_3584,1,0.63946,1.0,7e-06,d1
SL1344_0379,2,0.47736,1.0,7e-06,d1
SL1344_3612,1,0.64817,1.0,7e-06,d1
SL1344_4424,3,0.37862,1.0,7e-06,d1
SL1344_3729,5,0.56401,1.0,7e-06,d1
SL1344_3713,1,0.66576,1.0,7e-06,d1
SL1344_3514,6,0.4313,1.0,7e-06,d1
SL1344_3061,3,0.46916,1.0,7e-06,d1
SL1344_3914,1,0.67054,1.0,7e-06,d1
SL1344_4132,1,0.68968,1.0,7e-06,d1
SL1344_4141,4,0.4549,1.0,7e-06,d1
SL1344_3812,3,0.45068,1.0,7e-06,d1
SL1344_0014,2,0.50665,1.0,7e-06,d1
SL1344_2643,1,0.71886,1.0,7e-06,d1
SL1344_0344,2,0.53713,1.0,7e-06,d1
SL1344_3655,2,0.53294,1.0,7e-06,d1
SL1344_2745,2,0.53262,1.0,7e-06,d1
SL1344_3748,6,0.41398,1.0,7e-06,d1
SL1344_4334,1,0.73214,1.0,7e-06,d1
SL1344_3663,5,0.62644,1.0,7e-06,d1
SL1344_0575,1,0.81429,1.0,7e-06,d1
SL1344_3513,4,0.6346,1.0,7e-06,d1
SL1344_4078,2,0.68163,1.0,7e-06,d1
SL1344_3009,2,0.61823,1.0,7e-06,d1
SL1344_4096,2,0.6296,1.0,7e-06,d1
SL1344_1266,1,0.9369,1.0,7e-06,d1
SL1344_4232,2,0.62693,1.0,7e-06,d1
SL1344_4432,6,0.39348,1.0,7e-06,d1
SL1344_2252,1,0.95272,1.0,7e-06,d1
SL1344_2253,1,1.0198,1.0,7e-06,d1
SL1344_3635,2,0.66092,1.0,7e-06,d1
SL1344_4197,27,0.32617,1.0,7e-06,d1
SL1344_4139,1,1.2182,1.0,7e-06,d1
SL1344_3055,2,0.67719,1.0,7e-06,d1
SL1344_4047,7,0.36543,1.0,7e-06,d1
SL1344_3747,2,0.69546,1.0,7e-06,d1
SL1344_3223,3,0.66246,1.0,7e-06,d1
SL1344_3954,1,2.5727,1.0,7e-06,d1
SL1344_3799,11,0.4061,1.0,7e-06,d1
SL1344_2847,2,1.0211,1.0,7e-06,d1
SL1344_2855,3,1.0991,1.0,7e-06,d1
SL1344_3688,2,-9.3745,5.3e-05,1.0,d2
SL1344_3685,4,-1.5788,5.3e-05,1.0,d2
SL1344_3684,2,-8.2462,5.3e-05,1.0,d2
SL1344_3687,2,-5.5241,5.3e-05,1.0,d2
SL1344_2067,2,-4.24,5.3e-05,1.0,d2
SL1344_P3_0008,8,-0.44212,5.3e-05,6e-06,d2
SL1344_2059,2,-3.8712,5.3e-05,1.0,d2
SL1344_3679,2,-3.2229,5.3e-05,1.0,d2
SL1344_2061,2,-1.7083,5.3e-05,1.0,d2
SL1344_3562,2,-1.5729,5.3e-05,1.0,d2
SL1344_2395,1,-6.8667,5.3e-05,1.0,d2
SL1344_2072,1,-4.3627,5.3e-05,1.0,d2
SL1344_2854,1,-5.195,5.3e-05,1.0,d2
SL1344_4407,1,-5.0391,5.3e-05,1.0,d2
SL1344_1834,1,-4.8508,5.3e-05,1.0,d2
SL1344_2065,1,-4.6291,5.3e-05,1.0,d2
SL1344_3500,1,-5.0054,5.3e-05,1.0,d2
SL1344_3677,1,-4.6422,5.3e-05,1.0,d2
SL1344_3020,1,-4.026,5.3e-05,1.0,d2
SL1344_3678,1,-3.8102,5.3e-05,1.0,d2
SL1344_2837,1,-3.8865,5.3e-05,1.0,d2
SL1344_2064,1,-3.753,5.3e-05,1.0,d2
SL1344_2073,1,-2.7641,5.3e-05,1.0,d2
SL1344_0779,1,-2.6245,5.3e-05,1.0,d2
SL1344_0915,1,-2.5127,5.3e-05,1.0,d2
SL1344_4017,1,-2.4367,5.3e-05,1.0,d2
SL1344_4007,1,-2.3416,5.3e-05,1.0,d2
SL1344_4238,1,-1.9415,5.3e-05,1.0,d2
SL1344_P3_0014,1,-2.0414,5.3e-05,1.0,d2
SL1344_1712,1,-2.0117,5.3e-05,1.0,d2
SL1344_1622,1,-1.7138,5.3e-05,1.0,d2
SL1344_3689,1,-1.6858,5.3e-05,1.0,d2
SL1344_2070,1,-1.6495,5.3e-05,1.0,d2
SL1344_P3_0004,1,-1.5291,5.3e-05,1.0,d2
SL1344_1176,1,-1.652,5.3e-05,1.0,d2
SL1344_4157,1,-1.3796,5.3e-05,1.0,d2
SL1344_P3_0006,1,-1.2949,5.3e-05,1.0,d2
SL1344_3884,1,-1.2825,5.3e-05,1.0,d2
SL1344_3070,1,-1.2433,5.3e-05,1.0,d2
SL1344_3905,1,-0.8826,5.3e-05,1.0,d2
SL1344_4389,1,-0.86827,5.3e-05,1.0,d2
SL1344_4314,1,-0.81952,5.3e-05,1.0,d2
SL1344_0392,1,-0.77883,5.3e-05,1.0,d2
SL1344_4300,1,-0.63596,5.3e-05,1.0,d2
SL1344_4183,1,-0.58571,5.3e-05,1.0,d2
SL1344_3499,1,-0.5778,5.3e-05,1.0,d2
SL1344_2179,1,-0.55893,5.3e-05,1.0,d2
SL1344_2146,1,-0.5048,5.3e-05,1.0,d2
SL1344_1388,1,-0.51411,5.3e-05,1.0,d2
SL1344_4467,1,-0.48367,5.3e-05,1.0,d2
SL1344_1599,1,-0.43893,5.3e-05,1.0,d2
SL1344_0544,1,-0.4302,5.3e-05,1.0,d2
SL1344_0846,1,-0.42461,5.3e-05,1.0,d2
SL1344_2881,1,-0.41321,5.3e-05,1.0,d2
SL1344_3880,1,-0.39273,5.3e-05,1.0,d2
SL1344_3853,1,-0.37361,5.3e-05,1.0,d2
SL1344_4362,1,-0.19867,5.3e-05,1.0,d2
SL1344_2852,1,-0.33714,5.3e-05,1.0,d2
SL1344_4240,1,-0.31886,5.3e-05,1.0,d2
SL1344_0253,1,-0.30456,5.3e-05,1.0,d2
SL1344_1824,1,-0.26963,5.3e-05,1.0,d2
SL1344_2161,1,-0.25916,5.3e-05,1.0,d2
SL1344_1567,4,0.085045,5.3e-05,6e-06,d2
SL1344_0866,1,-0.24638,5.3e-05,1.0,d2
SL1344_4239,1,-0.24126,1.0,0.875461,d2
SL1344_4486,1,-0.22701,1.0,0.875461,d2
SL1344_3766,1,-0.22364,1.0,0.875461,d2
SL1344_3682,1,-0.20901,1.0,0.875461,d2
SL1344_0040,1,-0.16197,1.0,0.875461,d2
SL1344_3086,1,-0.11017,1.0,0.875461,d2
SL1344_3422,1,-0.10531,1.0,0.875461,d2
SL1344_1621,1,-0.089264,1.0,0.875461,d2
SL1344_2937,1,-0.098925,1.0,0.875461,d2
SL1344_4200,2,-0.25556,5.3e-05,6e-06,d2
SL1344_1332,1,-0.065213,1.0,0.875461,d2
SL1344_4241,2,-0.57973,5.3e-05,1.0,d2
SL1344_3666,1,-0.049533,1.0,0.875461,d2
SL1344_1136,1,-0.053277,1.0,0.875461,d2
SL1344_2035,1,-0.046633,1.0,0.875461,d2
SL1344_1794,1,-0.03487,1.0,0.66831,d2
SL1344_0476,1,-0.014677,1.0,0.447109,d2
SL1344_0247,1,-0.0077945,1.0,0.447109,d2
SL1344_0545,2,-0.18761,5.3e-05,0.413708,d2
SL1344_P1_0020,1,0.0063871,1.0,0.447109,d2
SL1344_1709,2,-0.38214,5.3e-05,1.0,d2
SL1344_2849,1,0.0097921,1.0,0.447109,d2
SL1344_3630,1,0.0098593,1.0,0.447109,d2
SL1344_1203,1,0.015353,1.0,0.447109,d2
SL1344_1048,1,0.016583,1.0,0.447109,d2
SL1344_3874,1,0.023498,1.0,0.447109,d2
SL1344_2657,1,0.030893,1.0,0.447109,d2
SL1344_0084,1,0.043161,1.0,0.447109,d2
SL1344_1565,1,0.045186,1.0,0.447109,d2
SL1344_3229,1,0.045215,1.0,0.447109,d2
SL1344_0693,1,0.048275,1.0,0.447109,d2
SL1344_0270,1,0.050951,1.0,0.447109,d2
SL1344_0982,1,0.053017,1.0,0.447109,d2
SL1344_1960,1,0.068472,1.0,0.232365,d2
SL1344_0265,1,0.07458,1.0,0.232365,d2
SL1344_1351,1,0.074615,1.0,0.232365,d2
SL1344_0744,1,0.074523,1.0,0.232365,d2
SL1344_P2_0076,1,0.080172,1.0,0.232365,d2
SL1344_0511,1,0.080101,1.0,0.232365,d2
SL1344_1594,1,0.083962,1.0,0.232365,d2
SL1344_0861,1,0.086297,1.0,0.232365,d2
SL1344_2079,1,0.089636,1.0,0.232365,d2
SL1344_4156,1,0.095656,1.0,0.232365,d2
SL1344_1346,2,0.19639,1.0,6e-06,d2
SL1344_4216,1,0.10642,1.0,0.232365,d2
SL1344_2674,1,0.11235,1.0,0.232365,d2
SL1344_P1_0013,1,0.113,1.0,0.232365,d2
SL1344_P2_0055,2,-0.097619,1.0,1.0,d2
SL1344_2022,2,0.046591,1.0,6e-06,d2
SL1344_0741,1,0.12636,1.0,0.232365,d2
SL1344_P2_0096,1,0.12668,1.0,0.232365,d2
SL1344_4394,1,0.1272,1.0,0.232365,d2
SL1344_2792,1,0.13292,1.0,0.232365,d2
SL1344_0109,1,0.1368,1.0,0.232365,d2
SL1344_0704,1,0.13844,1.0,0.232365,d2
SL1344_2440,1,0.13838,1.0,0.232365,d2
SL1344_2214,1,0.14108,1.0,0.232365,d2
SL1344_0318,2,0.051901,1.0,0.413708,d2
SL1344_0521,1,0.14444,1.0,0.232365,d2
SL1344_3001,1,0.14854,1.0,0.232365,d2
SL1344_1894,1,0.14924,1.0,0.232365,d2
SL1344_0952,1,0.15025,1.0,0.232365,d2
SL1344_1110,1,0.15139,1.0,0.232365,d2
SL1344_0737,1,0.15954,1.0,0.232365,d2
SL1344_P2_0083,1,0.16087,1.0,0.232365,d2
SL1344_0338,2,0.31098,1.0,6e-06,d2
SL1344_0273,1,0.16944,1.0,0.232365,d2
SL1344_2181,1,0.17151,1.0,0.232365,d2
SL1344_3029,1,0.17182,1.0,0.232365,d2
SL1344_P1_0023,1,0.17273,1.0,0.232365,d2
SL1344_2880,2,0.40146,1.0,6e-06,d2
SL1344_2192,1,0.17588,1.0,0.232365,d2
SL1344_1930,1,0.177,1.0,0.232365,d2
SL1344_0341,2,0.39667,1.0,6e-06,d2
SL1344_1538,1,0.17749,1.0,0.232365,d2
SL1344_1754,1,0.17838,1.0,0.232365,d2
SL1344_P1_0087,1,0.17881,1.0,0.232365,d2
SL1344_1520,1,0.1804,1.0,0.232365,d2
SL1344_3501,1,0.18115,1.0,0.232365,d2
SL1344_3230,1,0.18336,1.0,0.232365,d2
SL1344_3505,1,0.18527,1.0,0.232365,d2
SL1344_1344,1,0.18953,1.0,0.232365,d2
SL1344_2794,1,0.19143,1.0,0.232365,d2
SL1344_P1_0036,3,0.44396,1.0,6e-06,d2
SL1344_1179,1,0.19428,1.0,0.232365,d2
SL1344_4027,3,-0.0018159,1.0,0.552593,d2
SL1344_2599,1,0.19404,1.0,0.232365,d2
SL1344_P3_0013,6,-0.02772,5.3e-05,0.825659,d2
SL1344_1531,2,0.12248,1.0,6e-06,d2
SL1344_1619,1,0.19618,1.0,6e-06,d2
SL1344_0496,2,0.25903,1.0,6e-06,d2
SL1344_2137,1,0.19762,1.0,6e-06,d2
SL1344_1778,1,0.20004,1.0,6e-06,d2
SL1344_P2_0095,3,0.25054,1.0,6e-06,d2
SL1344_2715,1,0.20119,1.0,6e-06,d2
SL1344_1169,1,0.20157,1.0,6e-06,d2
SL1344_0776,1,0.20257,1.0,6e-06,d2
SL1344_1081,1,0.2029,1.0,6e-06,d2
SL1344_1342,1,0.20494,1.0,6e-06,d2
SL1344_1067,1,0.21033,1.0,6e-06,d2
SL1344_1725,1,0.21126,1.0,6e-06,d2
SL1344_1928,1,0.21143,1.0,6e-06,d2
SL1344_2738,2,0.17858,1.0,6e-06,d2
SL1344_2628,2,0.24011,1.0,6e-06,d2
SL1344_0685,1,0.2177,1.0,6e-06,d2
SL1344_2675,1,0.22469,1.0,6e-06,d2
SL1344_2425,2,0.2592,1.0,6e-06,d2
SL1344_1600,3,0.0015833,1.0,0.552593,d2
SL1344_3174,2,0.34839,1.0,6e-06,d2
SL1344_0520,1,0.22889,1.0,6e-06,d2
SL1344_1472,1,0.22823,1.0,6e-06,d2
SL1344_P2_0012,4,0.30082,5.3e-05,6e-06,d2
SL1344_2950,1,0.2282,1.0,6e-06,d2
SL1344_1457,2,0.080547,1.0,0.413708,d2
SL1344_0419,1,0.23037,1.0,6e-06,d2
SL1344_1616,1,0.231,1.0,6e-06,d2
SL1344_2537,1,0.23146,1.0,6e-06,d2
SL1344_0286A,1,0.23604,1.0,6e-06,d2
SL1344_3955,1,0.23699,1.0,6e-06,d2
SL1344_0115,4,0.33377,1.0,6e-06,d2
SL1344_3566,1,0.24106,1.0,6e-06,d2
SL1344_P2_0102,2,0.10944,1.0,0.413708,d2
SL1344_0246,1,0.24244,1.0,6e-06,d2
SL1344_1328,3,0.29235,1.0,6e-06,d2
SL1344_2365,2,0.19965,1.0,6e-06,d2
SL1344_0705,1,0.24404,1.0,6e-06,d2
SL1344_2762,1,0.24403,1.0,6e-06,d2
SL1344_4501,1,0.24408,1.0,6e-06,d2
SL1344_3031,1,0.2447,1.0,6e-06,d2
SL1344_1519,2,0.20269,1.0,6e-06,d2
SL1344_0836,1,0.24736,1.0,6e-06,d2
SL1344_2850,1,0.24762,1.0,6e-06,d2
SL1344_4468,5,-0.26306,5.3e-05,1.0,d2
SL1344_4297,2,0.17591,1.0,6e-06,d2
SL1344_2433,1,0.25304,1.0,6e-06,d2
SL1344_0965,2,0.23083,1.0,6e-06,d2
SL1344_0336,1,0.25363,1.0,6e-06,d2
SL1344_2384,2,0.4184,1.0,6e-06,d2
SL1344_3143,1,0.2544,1.0,6e-06,d2
SL1344_3768,1,0.25485,1.0,6e-06,d2
SL1344_0213,2,0.33073,1.0,6e-06,d2
SL1344_0192,1,0.25807,1.0,6e-06,d2
SL1344_1502,1,0.26058,1.0,6e-06,d2
SL1344_2954,1,0.26099,1.0,6e-06,d2
SL1344_3228,1,0.26468,1.0,6e-06,d2
SL1344_P2_0078,3,0.18032,1.0,6e-06,d2
SL1344_3934,5,0.68183,5.3e-05,6e-06,d2
SL1344_0834,2,0.26375,1.0,6e-06,d2
SL1344_0468,1,0.26621,1.0,6e-06,d2
SL1344_2127,4,0.19057,1.0,6e-06,d2
SL1344_1315,2,0.38285,1.0,6e-06,d2
SL1344_2756,1,0.27061,1.0,6e-06,d2
SL1344_1349,1,0.27611,1.0,6e-06,d2
SL1344_P2_0009,2,0.15769,1.0,0.413708,d2
SL1344_1289,1,0.27733,1.0,6e-06,d2
SL1344_1049,1,0.27979,1.0,6e-06,d2
SL1344_0999,1,0.28071,1.0,6e-06,d2
SL1344_1325,2,0.18876,1.0,6e-06,d2
SL1344_1628,2,0.22849,1.0,6e-06,d2
SL1344_1012,1,0.28582,1.0,6e-06,d2
SL1344_0599,1,0.28751,1.0,6e-06,d2
SL1344_2966,3,0.51943,1.0,6e-06,d2
SL1344_0648,1,0.29011,1.0,6e-06,d2
SL1344_1598,2,0.29502,1.0,6e-06,d2
SL1344_1563,2,0.32337,1.0,6e-06,d2
SL1344_2088,1,0.29232,1.0,6e-06,d2
SL1344_1079,1,0.29471,1.0,6e-06,d2
SL1344_1864,3,0.35951,1.0,6e-06,d2
